id,class,reactants>reagents>production
US20040157898A1,1,[CH2:11]([c:12]1[n:13][c:14]([C:15]([CH3:16])([CH3:17])[CH3:18])[o:19][c:20]1[CH3:21])[Cl:29].[CH3:1][CH2:2][O:3][C@@H:4]([CH2:5][c:6]1[cH:7][cH:8][c:9]([OH:10])[cH:22][c:23]1[Cl:24])[C:25](=[O:26])[O:27][CH3:28]>>[CH3:1][CH2:2][O:3][C@@H:4]([CH2:5][c:6]1[cH:7][cH:8][c:9]([O:10][CH2:11][c:12]2[n:13][c:14]([C:15]([CH3:16])([CH3:17])[CH3:18])[o:19][c:20]2[CH3:21])[cH:22][c:23]1[Cl:24])[C:25](=[O:26])[O:27][CH3:28]
US20120142633A1,2,[CH3:1][c:2]1[c:3]([C:4](=[O:5])[OH:48])[c:21]2[n:22][cH:23][cH:24][c:25](-[c:26]3[cH:27][c:28]([F:29])[cH:30][cH:31][c:32]3[O:33][CH2:34][CH:35]3[CH2:36][CH2:37]3)[c:38]2[n:39]1[CH2:40][O:41][CH2:42][CH2:43][Si:44]([CH3:45])([CH3:46])[CH3:47].[NH2:6][C@H:7]1[CH2:8][CH2:9][C@H:10]([NH:11][C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[CH2:19][CH2:20]1>>[CH3:1][c:2]1[c:3]([C:4](=[O:5])[NH:6][C@H:7]2[CH2:8][CH2:9][C@H:10]([NH:11][C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[CH2:19][CH2:20]2)[c:21]2[n:22][cH:23][cH:24][c:25](-[c:26]3[cH:27][c:28]([F:29])[cH:30][cH:31][c:32]3[O:33][CH2:34][CH:35]3[CH2:36][CH2:37]3)[c:38]2[n:39]1[CH2:40][O:41][CH2:42][CH2:43][Si:44]([CH3:45])([CH3:46])[CH3:47]
US20110319378A1,1,[CH2:1]=[CH:2][CH2:3][C@@:4]1([CH3:5])[CH2:6][C@H:7]([c:8]2[cH:9][cH:10][cH:11][c:12]([Cl:13])[cH:14]2)[C@@H:15]([c:16]2[cH:17][cH:18][c:19]([Cl:20])[cH:21][cH:22]2)[N:23]([C@@H:24]([CH2:25][CH3:26])[CH:27]=[O:32])[C:30]1=[O:31].[NH2:28][CH3:29]>>[CH2:1]=[CH:2][CH2:3][C@@:4]1([CH3:5])[CH2:6][C@H:7]([c:8]2[cH:9][cH:10][cH:11][c:12]([Cl:13])[cH:14]2)[C@@H:15]([c:16]2[cH:17][cH:18][c:19]([Cl:20])[cH:21][cH:22]2)[N:23]([C@@H:24]([CH2:25][CH3:26])[CH2:27][NH:28][CH3:29])[C:30]1=[O:31]
US08101764B2,7,[F:1][CH:2]([F:3])[C:4]([NH:5][C@@H:6]1[CH2:7][CH2:8][N:9]([c:10]2[cH:11][cH:12][c:13]([Br:14])[cH:15][n:16]2)[CH2:17]1)=[O:18]>>[F:1][CH:2]([F:3])[CH2:4][NH:5][C@@H:6]1[CH2:7][CH2:8][N:9]([c:10]2[cH:11][cH:12][c:13]([Br:14])[cH:15][n:16]2)[CH2:17]1
US06239151B1,6,[CH3:1][CH:2]([CH3:3])[CH2:4][C@@H:5]([C:6](=[O:7])[NH:8][N:9]([CH2:10][CH:11]([CH3:12])[CH3:13])[C:14](=[O:15])[CH2:16][NH:17][C:18]([NH2:19])=[O:20])[C@H:21]([CH2:22]/[CH:23]=[CH:24]/[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[C:31](=[O:32])[NH:33][O:34][CH:38]1[CH2:37][CH2:36][CH2:35][CH2:40][O:39]1>>[CH3:1][CH:2]([CH3:3])[CH2:4][C@@H:5]([C:6](=[O:7])[NH:8][N:9]([CH2:10][CH:11]([CH3:12])[CH3:13])[C:14](=[O:15])[CH2:16][NH:17][C:18]([NH2:19])=[O:20])[C@H:21]([CH2:22]/[CH:23]=[CH:24]/[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[C:31](=[O:32])[NH:33][OH:34]
US06437138B1,6,[Cl:1][c:2]1[n:3][cH:4][c:5]([O:6][CH2:7][C@@H:8]2[CH2:9][CH2:10][N:11]2[C:20]([O:19][C:16]([CH3:15])([CH3:17])[CH3:18])=[O:21])[cH:12][c:13]1[Br:14]>>[Cl:1][c:2]1[n:3][cH:4][c:5]([O:6][CH2:7][C@@H:8]2[CH2:9][CH2:10][NH:11]2)[cH:12][c:13]1[Br:14]
US20080171743A1,7,[CH3:1][C@H:2]1[CH2:3][O:4][CH2:5][CH2:6][N:7]1[c:8]1[cH:9][c:10]([C:11](=[O:12])[O:18][CH3:17])[n:13][c:14]([Cl:15])[n:16]1>>[CH3:1][C@H:2]1[CH2:3][O:4][CH2:5][CH2:6][N:7]1[c:8]1[cH:9][c:10]([CH2:11][OH:12])[n:13][c:14]([Cl:15])[n:16]1
US20090275574A1,1,[C:16]1(=[O:29])[CH2:17][CH2:18][CH:19]([CH2:20][O:21][CH2:22][CH2:23][F:24])[CH2:25][CH2:26]1.[O:1]=[C:2]1[CH2:3][O:4][C@H:5]2[CH2:6][CH2:7][CH2:8][CH2:9][C@@H:10]2[N:11]1[CH:12]1[CH2:13][CH2:14][NH:15][CH2:27][CH2:28]1>>[O:1]=[C:2]1[CH2:3][O:4][C@H:5]2[CH2:6][CH2:7][CH2:8][CH2:9][C@@H:10]2[N:11]1[CH:12]1[CH2:13][CH2:14][N:15]([CH:16]2[CH2:17][CH2:18][CH:19]([CH2:20][O:21][CH2:22][CH2:23][F:24])[CH2:25][CH2:26]2)[CH2:27][CH2:28]1
US07560569B2,2,[C:10](=[O:11])([C:12]12[CH2:13][CH2:14][C:15]([NH:16][CH2:17][C:18](=[O:19])[N:20]3[CH2:21][C@@H:22]([F:23])[CH2:24][C@H:25]3[C:26]#[N:27])([CH2:28][CH2:29]1)[CH2:30][CH2:31]2)[OH:34].[CH3:1][CH2:2][CH:3]([CH3:4])[c:5]1[cH:6][cH:7][c:8]([NH2:9])[cH:32][cH:33]1>>[CH3:1][CH2:2][CH:3]([CH3:4])[c:5]1[cH:6][cH:7][c:8]([NH:9][C:10](=[O:11])[C:12]23[CH2:13][CH2:14][C:15]([NH:16][CH2:17][C:18](=[O:19])[N:20]4[CH2:21][C@@H:22]([F:23])[CH2:24][C@H:25]4[C:26]#[N:27])([CH2:28][CH2:29]2)[CH2:30][CH2:31]3)[cH:32][cH:33]1
US20070185079A1,1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([CH3:8])[cH:9][c:10]([Cl:40])[n:37][c:38]2[cH:39]1.[NH2:11][C@H:12]1[CH2:13][C@H:14]2[CH2:15][C@H:16]([N:17]([CH2:18][c:19]3[cH:20][cH:21][cH:22][cH:23][cH:24]3)[C:25](=[O:26])[O:27][CH2:28][c:29]3[cH:30][cH:31][cH:32][cH:33][cH:34]3)[C@@H:35]1[CH2:36]2>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([CH3:8])[cH:9][c:10]([NH:11][C@H:12]3[CH2:13][C@H:14]4[CH2:15][C@H:16]([N:17]([CH2:18][c:19]5[cH:20][cH:21][cH:22][cH:23][cH:24]5)[C:25](=[O:26])[O:27][CH2:28][c:29]5[cH:30][cH:31][cH:32][cH:33][cH:34]5)[C@@H:35]3[CH2:36]4)[n:37][c:38]2[cH:39]1
US05506256,8,[OH:1][CH:2]([CH2:3][O:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[C@@H:11]1[CH2:12][CH2:13][CH2:14][N:15]1[C:16](=[O:17])[C@@H:18]1[CH2:19][CH2:20][CH2:21][N:22]1[C:23](=[O:24])[CH2:25][CH2:26][c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1>>[O:1]=[C:2]([CH2:3][O:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[C@@H:11]1[CH2:12][CH2:13][CH2:14][N:15]1[C:16](=[O:17])[C@@H:18]1[CH2:19][CH2:20][CH2:21][N:22]1[C:23](=[O:24])[CH2:25][CH2:26][c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1
US20090029981A1,1,[CH2:14]([CH2:15][CH2:16][O:17][CH3:18])[Br:52].[CH3:1][O:2][CH2:3][CH2:4][CH2:5][O:6][c:7]1[cH:8][cH:9][c:10]([C@H:11]2[C@H:12]([OH:13])[CH2:19][N:20]([C:21](=[O:22])[O:23][CH2:24][c:25]3[cH:26][cH:27][cH:28][cH:29][cH:30]3)[CH2:31][C@@H:32]2[O:33][CH2:34][c:35]2[cH:36][cH:37][c:38]3[c:39]([cH:40]2)[N:41]([CH2:42][CH2:43][CH2:44][O:45][CH3:46])[CH2:47][CH2:48][O:49]3)[cH:50][cH:51]1>>[CH3:1][O:2][CH2:3][CH2:4][CH2:5][O:6][c:7]1[cH:8][cH:9][c:10]([C@H:11]2[C@H:12]([O:13][CH2:14][CH2:15][CH2:16][O:17][CH3:18])[CH2:19][N:20]([C:21](=[O:22])[O:23][CH2:24][c:25]3[cH:26][cH:27][cH:28][cH:29][cH:30]3)[CH2:31][C@@H:32]2[O:33][CH2:34][c:35]2[cH:36][cH:37][c:38]3[c:39]([cH:40]2)[N:41]([CH2:42][CH2:43][CH2:44][O:45][CH3:46])[CH2:47][CH2:48][O:49]3)[cH:50][cH:51]1
US20120289505A1,2,[C:20](=[S:21])=[N:22][c:23]1[cH:24][cH:25][cH:26][c:27]([C:28]#[N:29])[cH:30]1.[CH3:1][O:2][C:3](=[O:4])[C@H:5]([CH:6]([CH3:7])[CH3:8])[N:9]1[CH2:10][c:11]2[cH:12][cH:13][c:14](-[c:15]3[cH:16][cH:17][c:18]([NH2:19])[cH:31][cH:32]3)[cH:33][c:34]2[C:35]1=[O:36]>>[CH3:1][O:2][C:3](=[O:4])[C@H:5]([CH:6]([CH3:7])[CH3:8])[N:9]1[CH2:10][c:11]2[cH:12][cH:13][c:14](-[c:15]3[cH:16][cH:17][c:18]([NH:19][C:20](=[S:21])[NH:22][c:23]4[cH:24][cH:25][cH:26][c:27]([C:28]#[N:29])[cH:30]4)[cH:31][cH:32]3)[cH:33][c:34]2[C:35]1=[O:36]
US20120015928A1,1,[NH:19]1[CH2:20][CH2:21][CH2:22][CH2:23]1.[O:1]=[C:2]1[O:3][C@:4]2([CH2:5][CH2:6][N:7]([C:8](=[O:9])[C:10]3([c:11]4[cH:12][cH:13][c:14](-[c:15]5[cH:16][cH:17][c:18]([F:37])[n:24][cH:25]5)[cH:26][cH:27]4)[CH2:28][CH2:29]3)[CH2:30]2)[c:31]2[cH:32][cH:33][cH:34][cH:35][c:36]21>>[O:1]=[C:2]1[O:3][C@:4]2([CH2:5][CH2:6][N:7]([C:8](=[O:9])[C:10]3([c:11]4[cH:12][cH:13][c:14](-[c:15]5[cH:16][cH:17][c:18]([N:19]6[CH2:20][CH2:21][CH2:22][CH2:23]6)[n:24][cH:25]5)[cH:26][cH:27]4)[CH2:28][CH2:29]3)[CH2:30]2)[c:31]2[cH:32][cH:33][cH:34][cH:35][c:36]21
US20120165310A1,3,[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[c:8]([I:40])[cH:23][n:24]2[C@H:25]1[CH2:26][C@@H:27]([CH2:28][OH:29])[CH2:30]1.[c:9]1([B:35]2[O:34][C:32]([CH3:31])([CH3:33])[C:37]([CH3:38])([CH3:39])[O:36]2)[cH:10][cH:11][cH:12][c:13]([O:14][CH2:15][CH:16]2[CH2:17][CH2:18][CH2:19][CH2:20][O:21]2)[cH:22]1>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[c:8](-[c:9]1[cH:10][cH:11][cH:12][c:13]([O:14][CH2:15][CH:16]3[CH2:17][CH2:18][CH2:19][CH2:20][O:21]3)[cH:22]1)[cH:23][n:24]2[C@H:25]1[CH2:26][C@@H:27]([CH2:28][OH:29])[CH2:30]1
US20110059118A1,2,[CH3:1][CH2:2][CH2:3][C:4](=[O:5])[Cl:35].[NH:6]1[CH2:7][CH2:8][C@@H:9]([NH:10][c:11]2[n:12][cH:13][cH:14][cH:15][c:16]2-[c:17]2[cH:18][n:19][c:20]3[c:21]([cH:22][cH:23][n:24]3[CH2:25][O:26][CH2:27][CH2:28][Si:29]([CH3:30])([CH3:31])[CH3:32])[n:33]2)[CH2:34]1>>[CH3:1][CH2:2][CH2:3][C:4](=[O:5])[N:6]1[CH2:7][CH2:8][C@@H:9]([NH:10][c:11]2[n:12][cH:13][cH:14][cH:15][c:16]2-[c:17]2[cH:18][n:19][c:20]3[c:21]([cH:22][cH:23][n:24]3[CH2:25][O:26][CH2:27][CH2:28][Si:29]([CH3:30])([CH3:31])[CH3:32])[n:33]2)[CH2:34]1
US07071173B2,2,[CH2:19]([CH2:20][OH:21])[OH:22].[CH3:1][CH:2]([CH3:3])[C@H:4]([NH:5][C:6](=[O:7])[O:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[C:16](=[O:17])[OH:18]>>[CH3:1][CH:2]([CH3:3])[C@H:4]([NH:5][C:6](=[O:7])[O:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[C:16](=[O:17])[O:18][CH2:19][CH2:20][OH:21]
US20110021487A1,1,[CH2:28]([c:29]1[cH:30][s:31][c:32](-[c:33]2[cH:34][cH:35][c:36]([Cl:37])[cH:38][cH:39]2)[n:40]1)[Cl:46].[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([CH3:6])([CH3:7])[O:8][C@@H:9]1[CH2:10][O:11][CH2:12][C@H:13]1[O:14][c:15]1[cH:16][cH:17][c:18](-[c:19]2[c:20]([C:21]#[N:22])[c:23]([NH2:24])[n:25][c:26]([SH:27])[c:41]2[C:42]#[N:43])[cH:44][cH:45]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([CH3:6])([CH3:7])[O:8][C@@H:9]1[CH2:10][O:11][CH2:12][C@H:13]1[O:14][c:15]1[cH:16][cH:17][c:18](-[c:19]2[c:20]([C:21]#[N:22])[c:23]([NH2:24])[n:25][c:26]([S:27][CH2:28][c:29]3[cH:30][s:31][c:32](-[c:33]4[cH:34][cH:35][c:36]([Cl:37])[cH:38][cH:39]4)[n:40]3)[c:41]2[C:42]#[N:43])[cH:44][cH:45]1
US20150065482A1,3,[CH3:1][N:2]1[CH2:3][CH2:4][C@@:5]([OH:6])([C:7]#[CH:8])[C:26]1=[O:27].[c:9]1([I:28])[cH:10][cH:11][n:12][c:13](-[n:14]2[n:15][c:16]([C:17]([NH2:18])=[O:19])[cH:20][c:21]2[CH:22]2[CH2:23][CH2:24]2)[cH:25]1>>[CH3:1][N:2]1[CH2:3][CH2:4][C@@:5]([OH:6])([C:7]#[C:8][c:9]2[cH:10][cH:11][n:12][c:13](-[n:14]3[n:15][c:16]([C:17]([NH2:18])=[O:19])[cH:20][c:21]3[CH:22]3[CH2:23][CH2:24]3)[cH:25]2)[C:26]1=[O:27]
US07214673B2,1,[CH2:20]=[O:32].[CH3:1][c:2]1[cH:3][c:4]2[c:5]([s:6]1)[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[N:14]=[C:15]2[N:16]1[CH2:17][CH2:18][NH:19][C@@H:21]([CH2:22][CH2:23][c:24]2[cH:25][cH:26][c:27]([Cl:28])[cH:29][cH:30]2)[CH2:31]1>>[CH3:1][c:2]1[cH:3][c:4]2[c:5]([s:6]1)[NH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[N:14]=[C:15]2[N:16]1[CH2:17][CH2:18][N:19]([CH3:20])[C@@H:21]([CH2:22][CH2:23][c:24]2[cH:25][cH:26][c:27]([Cl:28])[cH:29][cH:30]2)[CH2:31]1
US20150057260A1,3,[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:7][c:8]([Cl:34])[cH:15][c:16](-[c:17]2[cH:18][cH:19][cH:20][c:21]([C:22]#[C:23][C@:24]3([OH:25])[CH2:26][CH2:27][N:28]([CH3:29])[C:30]3=[O:31])[cH:32]2)[n:33]1.[c:9]1([B:36]([OH:35])[OH:37])[cH:10][cH:11][n:12][n:13]1[CH3:14]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:7][c:8](-[c:9]2[cH:10][cH:11][n:12][n:13]2[CH3:14])[cH:15][c:16](-[c:17]2[cH:18][cH:19][cH:20][c:21]([C:22]#[C:23][C@:24]3([OH:25])[CH2:26][CH2:27][N:28]([CH3:29])[C:30]3=[O:31])[cH:32]2)[n:33]1
US07893099B2,1,[CH2:21]([c:22]1[cH:23][cH:24][c:25]([CH3:26])[cH:27][cH:28]1)[Br:29].[CH3:1][O:2][C:3](=[O:4])[C@H:5]1[CH2:6][C@H:7]([S:8](=[O:9])(=[O:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[Cl:17])[CH2:18][C@@H:19]1[OH:20]>>[CH3:1][O:2][C:3](=[O:4])[C@H:5]1[CH2:6][C@H:7]([S:8](=[O:9])(=[O:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[Cl:17])[CH2:18][C@@H:19]1[O:20][CH2:21][c:22]1[cH:23][cH:24][c:25]([CH3:26])[cH:27][cH:28]1
US20090270500A1,2,[C:18](=[O:19])([CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][O:27][CH2:28][c:29]1[cH:30][cH:31][c:32]([F:33])[cH:34][c:35]1[F:36])[OH:37].[CH3:1][N:2]([CH3:3])[CH2:4][C@@H:5]([CH2:6][C:7](=[O:8])[O:9][CH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[NH2:17]>>[CH3:1][N:2]([CH3:3])[CH2:4][C@@H:5]([CH2:6][C:7](=[O:8])[O:9][CH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[NH:17][C:18](=[O:19])[CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][O:27][CH2:28][c:29]1[cH:30][cH:31][c:32]([F:33])[cH:34][c:35]1[F:36]
US07326792B2,5,[C:12](=[O:13])([O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[O:26][C:24]([O:23][C:20]([CH3:19])([CH3:21])[CH3:22])=[O:25].[CH3:1][S:2][C:3]1=[N:4][C@@H:5]2[CH2:6][CH2:7][CH2:8][CH2:9][C@@H:10]2[NH:11]1>>[CH3:1][S:2][C:3]1=[N:4][C@@H:5]2[CH2:6][CH2:7][CH2:8][CH2:9][C@@H:10]2[N:11]1[C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18]
US20140309220A1,6,[CH3:1][O:2][c:3]1[cH:4][c:5]([C:6](=[O:7])[O:8][CH3:18])[cH:9][cH:10][c:11]1[O:12][C@@H:13]1[CH2:14][CH2:15][O:16][CH2:17]1>>[CH3:1][O:2][c:3]1[cH:4][c:5]([C:6](=[O:7])[OH:8])[cH:9][cH:10][c:11]1[O:12][C@@H:13]1[CH2:14][CH2:15][O:16][CH2:17]1
US20090181942A1,6,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C@@H:8]2[S:9][C@@H:10]([CH2:11][c:12]3[n:13][cH:14][c:15]([CH2:16][CH2:17][C:18](=[O:19])[O:20][CH3:39])[s:21]3)[c:22]3[n:23][n:24][c:25]([CH2:26][F:27])[n:28]3-[c:29]3[cH:30][cH:31][c:32]([Cl:33])[cH:34][c:35]32)[c:36]1[O:37][CH3:38]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C@@H:8]2[S:9][C@@H:10]([CH2:11][c:12]3[n:13][cH:14][c:15]([CH2:16][CH2:17][C:18](=[O:19])[OH:20])[s:21]3)[c:22]3[n:23][n:24][c:25]([CH2:26][F:27])[n:28]3-[c:29]3[cH:30][cH:31][c:32]([Cl:33])[cH:34][c:35]32)[c:36]1[O:37][CH3:38]
US20130331372A1,3,[CH3:1][S:2][c:3]1[n:4][cH:5][c:6]([Br:39])[c:15]([CH2:16][N:17]2[C:18](=[O:19])[O:20][C@H:21]([c:22]3[cH:23][c:24]([C:25]([F:26])([F:27])[F:28])[cH:29][c:30]([C:31]([F:32])([F:33])[F:34])[cH:35]3)[C@@H:36]2[CH3:37])[n:38]1.[c:7]1([B:41]([OH:40])[OH:42])[cH:8][cH:9][c:10]([F:11])[c:12]([NH2:13])[cH:14]1>>[CH3:1][S:2][c:3]1[n:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([F:11])[c:12]([NH2:13])[cH:14]2)[c:15]([CH2:16][N:17]2[C:18](=[O:19])[O:20][C@H:21]([c:22]3[cH:23][c:24]([C:25]([F:26])([F:27])[F:28])[cH:29][c:30]([C:31]([F:32])([F:33])[F:34])[cH:35]3)[C@@H:36]2[CH3:37])[n:38]1
US08426448B2,1,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C@H:8]2[CH2:9][C:10](=[O:39])[C:25](=[O:26])[N:27]2[c:28]2[cH:29][cH:30][c:31]([C:32]([F:33])([F:34])[F:35])[cH:36][cH:37]2)[cH:38]1.[NH2:11][C:12]([CH3:13])([CH3:14])[c:15]1[cH:16][cH:17][cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[n:24]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C@H:8]2[CH2:9][C@@H:10]([NH:11][C:12]([CH3:13])([CH3:14])[c:15]3[cH:16][cH:17][cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[n:24]3)[C:25](=[O:26])[N:27]2[c:28]2[cH:29][cH:30][c:31]([C:32]([F:33])([F:34])[F:35])[cH:36][cH:37]2)[cH:38]1
US20100035899A1,1,[C@@H:13]([CH3:14])([c:15]1[cH:16][c:17]([C:18]#[N:19])[cH:20][cH:21][n:22]1)[Cl:30].[CH3:1][CH:2]([CH3:3])[CH2:4][C@H:5]([CH2:6][OH:7])[NH:8][c:9]1[n:10][c:11]([SH:12])[n:23][c:24]2[n:25][c:26]([NH2:27])[s:28][c:29]12>>[CH3:1][CH:2]([CH3:3])[CH2:4][C@H:5]([CH2:6][OH:7])[NH:8][c:9]1[n:10][c:11]([S:12][C@@H:13]([CH3:14])[c:15]2[cH:16][c:17]([C:18]#[N:19])[cH:20][cH:21][n:22]2)[n:23][c:24]2[n:25][c:26]([NH2:27])[s:28][c:29]12
US07326791B2,2,[CH3:1][C@H:2]([NH:3][C:4](=[O:5])[c:6]1[cH:7][cH:8][c:9]([C:10](=[O:11])[OH:30])[c:17]([Br:18])[cH:19]1)[c:20]1[n:21][c:22]2[cH:23][c:24]([Cl:25])[cH:26][cH:27][c:28]2[nH:29]1.[NH:12]1[CH2:13][CH2:14][S:15][CH2:16]1>>[CH3:1][C@H:2]([NH:3][C:4](=[O:5])[c:6]1[cH:7][cH:8][c:9]([C:10](=[O:11])[N:12]2[CH2:13][CH2:14][S:15][CH2:16]2)[c:17]([Br:18])[cH:19]1)[c:20]1[n:21][c:22]2[cH:23][c:24]([Cl:25])[cH:26][cH:27][c:28]2[nH:29]1
US20120283260A1,2,[CH3:1][NH:2][C:3](=[O:4])[C@H:5]1[CH2:6][CH2:7][CH2:8][N:9]([CH2:10][C:11](=[O:12])[OH:48])[CH2:47]1.[NH2:13][CH2:14][C:15](=[O:16])[N:17]([CH3:18])[c:19]1[cH:20][cH:21][c:22]([Cl:23])[c:24]([CH2:25][O:26][c:27]2[cH:28][cH:29][cH:30][c:31]3[c:32]2[n:33][c:34]([O:35][CH3:36])[n:37]3[CH2:38][c:39]2[cH:40][cH:41][cH:42][cH:43][n:44]2)[c:45]1[Cl:46]>>[CH3:1][NH:2][C:3](=[O:4])[C@H:5]1[CH2:6][CH2:7][CH2:8][N:9]([CH2:10][C:11](=[O:12])[NH:13][CH2:14][C:15](=[O:16])[N:17]([CH3:18])[c:19]2[cH:20][cH:21][c:22]([Cl:23])[c:24]([CH2:25][O:26][c:27]3[cH:28][cH:29][cH:30][c:31]4[c:32]3[n:33][c:34]([O:35][CH3:36])[n:37]4[CH2:38][c:39]3[cH:40][cH:41][cH:42][cH:43][n:44]3)[c:45]2[Cl:46])[CH2:47]1
US20120202794A1,2,[C:8](=[O:9])([C@@H:10]1[CH2:11][C@H:12]1[c:13]1[cH:14][cH:15][c:16]([F:17])[cH:18][c:19]1[F:20])[OH:29].[CH3:1][CH:2]([CH3:3])[CH2:4][C@H:5]1[CH2:6][NH:7][C@@H:21]([CH2:22][CH:23]([CH3:24])[CH3:25])[C:26](=[O:27])[NH:28]1>>[CH3:1][CH:2]([CH3:3])[CH2:4][C@H:5]1[CH2:6][N:7]([C:8](=[O:9])[C@@H:10]2[CH2:11][C@H:12]2[c:13]2[cH:14][cH:15][c:16]([F:17])[cH:18][c:19]2[F:20])[C@@H:21]([CH2:22][CH:23]([CH3:24])[CH3:25])[C:26](=[O:27])[NH:28]1
US20040266826A1,1,[CH3:1][CH2:2][CH2:3][I:34].[OH:4][c:5]1[cH:6][cH:7][c:8](-[c:9]2[cH:10][cH:11][c:12]([C@@:13]3([CH2:14][C:15](=[O:16])[O:17][CH2:18][CH2:19][Si:20]([CH3:21])([CH3:22])[CH3:23])[CH2:24][CH2:25][CH2:26][CH2:27][S:28]3(=[O:29])=[O:30])[s:31]2)[cH:32][cH:33]1>>[CH3:1][CH2:2][CH2:3][O:4][c:5]1[cH:6][cH:7][c:8](-[c:9]2[cH:10][cH:11][c:12]([C@@:13]3([CH2:14][C:15](=[O:16])[O:17][CH2:18][CH2:19][Si:20]([CH3:21])([CH3:22])[CH3:23])[CH2:24][CH2:25][CH2:26][CH2:27][S:28]3(=[O:29])=[O:30])[s:31]2)[cH:32][cH:33]1
US20130040930A1,2,[C:10](=[O:11])([c:12]1[cH:13][cH:14][c:15]([C@H:16]([CH3:17])[NH:18][S:19]([CH3:20])(=[O:21])=[O:22])[cH:23][cH:24]1)[OH:30].[CH3:1][c:2]1[cH:3][n:4][c:5]([N:6]2[CH2:7][CH2:8][NH:9][CH2:25][CH2:26]2)[c:27]([CH3:28])[cH:29]1>>[CH3:1][c:2]1[cH:3][n:4][c:5]([N:6]2[CH2:7][CH2:8][N:9]([C:10](=[O:11])[c:12]3[cH:13][cH:14][c:15]([C@H:16]([CH3:17])[NH:18][S:19]([CH3:20])(=[O:21])=[O:22])[cH:23][cH:24]3)[CH2:25][CH2:26]2)[c:27]([CH3:28])[cH:29]1
US20090215778A1,7,[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][n:9]1>>[CH3:1][C@@H:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][n:9]1
US20100216802A1,7,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@@H:9]([CH2:10][c:11]1[cH:12][cH:13][c:14]([N+:15](=[O:26])[O-:27])[cH:16][cH:17]1)[C:18](=[O:19])[O:20][CH:21]1[CH2:22][CH2:23][CH2:24][CH2:25]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@@H:9]([CH2:10][c:11]1[cH:12][cH:13][c:14]([NH2:15])[cH:16][cH:17]1)[C:18](=[O:19])[O:20][CH:21]1[CH2:22][CH2:23][CH2:24][CH2:25]1
